LineID,Stage,DexNum,Parents,Rule,Bedtime,Notes
draco,Ultimate,250,94,JOGRESS Data/Virus,23:00,Groundramon
draco,Mega,315,242,"CM 0-2, WIN 12/15",00:00,Slayerdramon
draco,Mega,316,250,"CM 0-2, WIN 12/15",00:00,Breakdramon
draco,Mega,276,210,JOGRESS Virus,00:00,Machinedramon
draco,Mega,349,210,JOGRESS Virus,00:00,Darkdramon
draco,Mega,317,315,JOGRESS 316,00:00,Examon
draco,Mega,317,316,JOGRESS 315,00:00,Examon
draco,Mega,348,349,JOGRESS 350,00:00,Chaosmon
terrier,Fresh,1616,egg,TIME,20:00,Zerimon (pen20 egg_twins)
terrier,InTraining,971,1616,TIME,21:00,Gummymon
terrier,Rookie,60,971,TIME,21:00,Terriermon
terrier,Champion,154,60,TIME,22:00,Gargomon
terrier,Ultimate,249,154,"CM 0-2, WIN 12/15",23:00,Rapidmon
terrier,Mega,309,249,"CM 0-2, WIN 12/15",00:00,MegaGargomon
lop,Fresh,1617,egg,TIME,20:00,Cocomon (pen20 egg_twins)
lop,InTraining,973,1617,TIME,21:00,Chocomon
lop,Rookie,61,973,TIME,21:00,Lopmon
lop,Champion,163,61,TIME,22:00,Turuiemon
lop,Ultimate,243,163,"CM 0-2, WIN 12/15",23:00,Andiramon
lop,Mega,305,243,"CM 0-2, WIN 12/15",00:00,Cherubimon
vegg,Fresh,1618,egg,TIME,20:00,Chibomon (pen20 egg_v)
vegg,InTraining,939,1618,TIME,21:00,DemiVeemon
vegg,Rookie,62,939,TIME,21:00,Veemon
vegg,Champion,144,62,CM 2+,22:00,Veedramon
vegg,Ultimate,233,144,"CM 0-2, WIN 12/15",23:00,AeroVeedramon
vegg,Ultimate,234,144,JOGRESS Vaccine/Data,23:00,Garudamon
vegg,Ultimate,236,144,JOGRESS Virus,23:00,Deramon
vegg,Mega,311,233,"CM 0, WIN 12/15 | CM 0-2, WIN 12/15",00:00,UlforceVeedramon
vegg,Mega,292,233,"CM 1-2, WIN 12/15",00:00,Phoenixmon
vegg,Mega,292,234,"CM 0-2, WIN 12/15",00:00,Phoenixmon
vegg,Mega,293,236,JOGRESS Data,00:00,Griffomon
vegg,Mega,292,236,"CM 0-1, WIN 12/15",00:00,Phoenixmon
vegg,Champion,144,62,TIME,22:00,Veedramon; catch-all road (device roads lost to roster prune fold here)
vb20,Fresh,1619,egg,TIME,20:00,Botamon (pen20 egg_vbu20)
vb20,InTraining,12,1619,TIME,21:00,Koromon
vb20,Rookie,40,12,CM 0-1,21:00,Guilmon
vb20,Rookie,1063,12,CM 2+,21:00,BushiAgumon
vb20,Champion,85,40,"CM 0-1, TR 16+",22:00,Growmon
vb20,Champion,494,40,"CM 0-1, TR 0-15",22:00,Arresterdramon
vb20,Champion,495,40;1063,CM 2+,22:00,Manbomon
vb20,Champion,172,1063,"CM 0-1, TR 0-15",22:00,Reppamon
vb20,Champion,494,1063,"CM 0-1, TR 16+",22:00,Arresterdramon
vb20,Ultimate,254,85,JOGRESS Vaccine/None,23:00,RizeGreymon
vb20,Ultimate,254,494;495,"CM 0-2, WIN 12/15",23:00,RizeGreymon
vb20,Ultimate,254,172,JOGRESS Vaccine/Data,23:00,RizeGreymon
vb20,Mega,298,254,"CM 0, WIN 12/15",00:00,Gallantmon
vb20,Mega,334,254,"CM 1-3, WIN 12/15",00:00,Duftmon
x3a,Fresh,1620,egg,TIME,20:00,Zerimon (dmx egg_x3)
x3a,InTraining,971,1620,TIME,21:00,Gummymon
x3a,Rookie,41,971,"CM 0, TR 16+ | CM 1, TR 16+",21:00,Dorumon; folded device-area term: 'Area 45 not cleared'
x3a,Rookie,1064,971,"CM 0, TR 0-15 | CM 1, TR 0-15",21:00,Terriermon X; folded device-area term: 'Area 45 not cleared'
x3a,Champion,86,41,"CM 0-1, TR 4+",22:00,Dorugamon
x3a,Champion,1101,41,"CM 0-1, TR 0-3",22:00,Pteranomon X; folded device-area term: 'Area 11 not cleared'
x3a,Champion,1070,41,"CM 2+, TR 12+",22:00,Meramon X; folded device-area term: 'Area 9 cleared'
x3a,Champion,457,41,"CM 2+, TR 0-11 | CM 2+, TR 12+",22:00,Omekamon; folded device-area term: 'Area 9 not cleared'
x3a,Champion,1071,1064,"CM 0-2, TR 12+",22:00,Seasarmon X; folded device-area term: 'Area 11 cleared'
x3a,Champion,86,1064,"CM 0-2, TR 0-11 | CM 0-2, TR 12+",22:00,Dorugamon; folded device-area term: 'Area 11 not cleared'
x3a,Champion,1070,1064,"CM 3+, TR 8+",22:00,Meramon X; folded device-area term: 'Area 9 cleared'
x3a,Champion,1069,1064,"CM 3+, TR 0-7 | CM 3+, TR 8+",22:00,Togemon X; folded device-area term: 'Area 9 not cleared'
x3a,Ultimate,258,86,"CM 0-2, LV 4-6",23:00,DoruGreymon
x3a,Ultimate,266,86,"CM 0-2, LV 1-3",23:00,CannonBeemon
x3a,Ultimate,988,86,"CM 3+, LV 1-6",23:00,Mamemon X
x3a,Ultimate,1230,1101,"CM 0-1, LV 3-6",23:00,Garudamon X; folded device-area term: 'Area 16 cleared'
x3a,Ultimate,266,1101,"CM 0-1, LV 1-2",23:00,CannonBeemon
x3a,Ultimate,988,1101,"CM 2+, LV 1-6",23:00,Mamemon X
x3a,Ultimate,1037,1071,"CM 0-2, LV 5-6 | CM 3+, LV 6, KO6 1+",23:00,OmniShoutmon X; folded device-area term: 'Area 22 cleared'
x3a,Ultimate,258,1071,"CM 0-2, LV 1-4",23:00,DoruGreymon
x3a,Ultimate,1230,1071,"CM 3+, LV 6, KO6 0",23:00,Garudamon X; folded device-area term: 'Area 16 cleared'
x3a,Ultimate,420,1071,"CM 3+, LV 1-5",23:00,Grademon
x3a,Ultimate,1225,1070,"CM 0-2, LV 4-6",23:00,Cyberdramon X; folded device-area term: 'Area 21 cleared'
x3a,Ultimate,420,1070,"CM 0-2, LV 1-3 | CM 0-2, LV 4-6",23:00,Grademon; folded device-area term: 'Area 21 not cleared'
x3a,Ultimate,1037,1070,"CM 3+, LV 6, KO6 1+",23:00,OmniShoutmon X
x3a,Ultimate,988,1070,"CM 3+, LV 1-6, KO6 0",23:00,Mamemon X
x3a,Ultimate,1037,457,"CM 0-1, LV 5-6",23:00,OmniShoutmon X; folded device-area term: 'Area 22 cleared'
x3a,Ultimate,1225,457;1069,"CM 2+, LV 6, KO6 1+",23:00,Cyberdramon X
x3a,Ultimate,258,457,"CM 0-1, LV 1-4 | CM 0-1, LV 5-6",23:00,DoruGreymon; folded device-area term: 'Area 45 not cleared'; folded device-area term: 'Area 22 not cleared'
x3a,Ultimate,1019,457,"CM 0-1, LV 5-6",23:00,Monzaemon X; folded device-area term: 'Area 20 cleared'
x3a,Ultimate,1226,457,"CM 2+, LV 6, KO6 1+",23:00,RizeGreymon X
x3a,Ultimate,420,457,"CM 0, LV 6",23:00,Grademon; folded device-area term: 'Area 20 not cleared'
x3a,Ultimate,627,457,"CM 0-1, LV 1-4",23:00,CrysPaledramon; folded device-area term: 'Area 45 cleared'
x3a,Ultimate,1036,457,"CM 2+, LV 6, KO6 0",23:00,Jazarichmon; folded device-area term: 'Area 45 cleared'
x3a,Ultimate,230,457,"CM 2+, LV 1-5",23:00,Pumpmon; folded device-area term: 'Area 45 cleared'
x3a,Ultimate,988,457,"CM 2+, LV 6, KO6 0 | CM 2+, LV 1-5",23:00,Mamemon X; folded device-area term: 'Area 45 not cleared'; folded device-area term: 'Area 45 not cleared'
x3a,Ultimate,266,1069,"CM 0-1, LV 5-6",23:00,CannonBeemon
x3a,Ultimate,258,1069,"CM 0-1, LV 1-4",23:00,DoruGreymon
x3a,Ultimate,988,1069,"CM 2+, LV 1-6, KO6 0",23:00,Mamemon X
x3a,Mega,330,258,"CM 0-2, LV 7-8",00:00,Alphamon
x3a,Mega,1290,258,"CM 3, LV 8",00:00,Magnadramon X
x3a,Mega,1020,258,"CM 3, LV 5-7",00:00,Dinotigermon
x3a,Mega,376,266,"CM 0-2, LV 7-8",00:00,TigerVespamon
x3a,Mega,1020,266,"CM 0-2, LV 1-6",00:00,Dinotigermon
x3a,Mega,1034,266,"CM 3, LV 8, KO6 5+",00:00,Rapidmon X; folded device-area term: 'Area 32 cleared'
x3a,Mega,1290,266,"CM 3, LV 8, KO6 0-4",00:00,Magnadramon X
x3a,Mega,1316,266;1230,"CM 3, LV 5-7",00:00,Ebemon X
x3a,Mega,1359,988,"CM 0-1, LV 6-8",00:00,Justimon X; folded device-area term: 'Area 29 cleared'
x3a,Mega,914,988,"CM 2-3, LV 8, KO6 5+",00:00,Hexeblaumon; folded device-area term: 'Area 45 cleared'
x3a,Mega,631,988,"CM 0-1, LV 6-8",00:00,Metallicdramon; folded device-area term: 'Area 45 cleared'
x3a,Mega,1096,988,"CM 2-3, LV 8, KO6 5+",00:00,Goldramon X; folded device-area term: 'Area 31 cleared'
x3a,Mega,1290,988,"CM 0-1, LV 1-5 | CM 0-1, LV 8",00:00,Magnadramon X; folded device-area term: 'Area 29 (Yellow) / 45 (Blue) not cleared'
x3a,Mega,1020,988,"CM 2-3, LV 8, KO6 0-4",00:00,Dinotigermon
x3a,Mega,1316,420;988,"CM 2-3, LV 5-7",00:00,Ebemon X
x3a,Mega,1291,1230,"CM 0-2, LV 7-8 | CM 3, LV 8, KO6 3+",00:00,Phoenixmon X; folded device-area term: 'Area 27 cleared'; folded device-area term: 'Area 27 cleared'
x3a,Mega,1290,1230,"CM 0-2, LV 5-6",00:00,Magnadramon X
x3a,Mega,376,1230,"CM 0-2, LV 1-4",00:00,TigerVespamon
x3a,Mega,1034,1037,"CM 0-2, LV 8",00:00,Rapidmon X; folded device-area term: 'Area 32 cleared'
x3a,Mega,330,1037,"CM 0-2, LV 6-7",00:00,Alphamon
x3a,Mega,1020,1019;1037,"CM 0-2, LV 1-5",00:00,Dinotigermon
x3a,Mega,376,1037;1225,"CM 3, LV 8, KO6 3+",00:00,TigerVespamon
x3a,Mega,1316,1037,"CM 3, LV 1-7 | CM 3, LV 8",00:00,Ebemon X
x3a,Mega,330,420,"CM 0-1, LV 6-8",00:00,Alphamon
x3a,Mega,1359,420,"CM 0-1, LV 4-5",00:00,Justimon X; folded device-area term: 'Area 29 Cleared'
x3a,Mega,1096,420,"CM 0-1, LV 6-8",00:00,Goldramon X; folded device-area term: 'Area 31 cleared'
x3a,Mega,437,420,"CM 0-1, LV 4-5",00:00,Ouryumon
x3a,Mega,1031,420,"CM 2-3, LV 8, KO6 5+",00:00,NoblePumpmon; folded device-area term: 'Area 45 cleared'
x3a,Mega,1359,1225,"CM 0-2, LV 7-8",00:00,Justimon X; folded device-area term: 'Area 29 cleared'
x3a,Mega,1291,1225,"CM 0-2, LV 5-6",00:00,Phoenixmon X; folded device-area term: 'Area 27 cleared'
x3a,Mega,1290,1225;1226,"CM 0-2, LV 1-4",00:00,Magnadramon X
x3a,Mega,1316,1225;1226,"CM 3, LV 1-4",00:00,Ebemon X
x3a,Mega,1238,1019,"CM 0-2, LV 8",00:00,Cherubimon X; folded device-area term: 'Area 30 cleared'
x3a,Mega,1290,1019,"CM 0-2, LV 6-7",00:00,Magnadramon X
x3a,Mega,1316,1019,"CM 3, LV 1-7 | CM 3, LV 8, KO6 0-2",00:00,Ebemon X
x3a,Mega,1096,1226,"CM 0-2, LV 7-8",00:00,Goldramon X; folded device-area term: 'Area 31 cleared'
x3a,Mega,437,1226,"CM 0-2, LV 5-6",00:00,Ouryumon
x3a,Mega,1359,627,"CM 0-2, LV 4-6",00:00,Justimon X
x3a,Mega,330,627,"CM 3, LV 8, KO6 3+",00:00,Alphamon
x3a,Mega,1096,627,"CM 0-2, LV 4-6",00:00,Goldramon X
x3a,Mega,437,627,"CM 3, LV 8, KO6 3+",00:00,Ouryumon
x3a,Mega,914,627,"CM 0-2, LV 7-8",00:00,Hexeblaumon
x3a,Mega,1290,627,"CM 0-1, LV 1-3 | CM 3, LV 5-7 | CM 3, LV 8, KO6 0-2",00:00,Magnadramon X
x3a,Mega,1034,230;1036,"CM 0-2, LV 4-6",00:00,Rapidmon X
x3a,Mega,376,1036,"CM 0-2, LV 1-3",00:00,TigerVespamon
x3a,Mega,1291,1036,"CM 3, LV 8, KO6 3+",00:00,Phoenixmon X
x3a,Mega,1247,1036,"CM 0-2, LV 4-6",00:00,Ophanimon X
x3a,Mega,1238,1036,"CM 3, LV 8, KO6 3+",00:00,Cherubimon X
x3a,Mega,631,1036,"CM 0-2, LV 7-8",00:00,Metallicdramon
x3a,Mega,1316,1036,"CM 3, LV 5-7 | CM 3, LV 8, KO6 0-2",00:00,Ebemon X
x3a,Mega,1238,230,"CM 0-2, LV 4-6",00:00,Cherubimon X
x3a,Mega,1031,230,"CM 0-2, LV 7-8 | CM 3, LV 8, KO6 3+",00:00,NoblePumpmon
x3a,Mega,1020,230,"CM 0-2, LV 1-3 | CM 3, LV 5-7 | CM 3, LV 8, KO6 0-2",00:00,Dinotigermon
x3a,Mega,1314,1290,"CM 0-2, LV 10",00:00,Magnamon X; folded device-area term: 'Area 36 cleared'
x3a,Mega,868,1020,"CM 0-2, LV 8-10",00:00,Crusadermon X
x3a,Mega,859,1020;1034,"CM 0-2, LV 5-7",00:00,Craniumon X
x3a,Mega,863,1020,"CM 0-2, LV 8-10",00:00,Jesmon X
x3a,Mega,855,1020;1238;1247,"CM 0-2, LV 5-7",00:00,Sleipmon X
x3a,Mega,866,376,"CM 0-2, LV 9-10",00:00,Gallantmon X; UNPARSED req term dropped: 'Special Random Encounter cleared'
x3a,Mega,859,376,"CM 0-2, LV 9-10",00:00,Craniumon X; UNPARSED req term dropped: 'Special Random Encounter not cleared'
x3a,Mega,1314,1034,"CM 0-2, LV 8-10",00:00,Magnamon X; folded device-area term: 'Area 36 cleared'
x3a,Mega,1237,1316,"CM 0-2, LV 10",00:00,Gankoomon X; folded device-area term: 'Area 40 cleared'
x3a,Mega,1095,1316,"CM 0-2, LV 10",00:00,Examon X; folded device-area term: 'Area 39 cleared'
x3a,Mega,1237,1359,"CM 0-2, LV 8-10",00:00,Gankoomon X; folded device-area term: 'Area 40 cleared'
x3a,Mega,868,1291;1359,"CM 0-2, LV 5-7",00:00,Crusadermon X
x3a,Mega,1237,914,"CM 0-2, LV 8-10",00:00,Gankoomon X
x3a,Mega,1314,914,"CM 0-2, LV 5-7",00:00,Magnamon X
x3a,Mega,859,631;914,"CM 0-2, LV 1-4",00:00,Craniumon X
x3a,Mega,1236,914,"CM 0-2, LV 5-7",00:00,Duftmon X
x3a,Mega,863,914,"CM 0-2, LV 1-4",00:00,Jesmon X
x3a,Mega,1314,631,"CM 0-2, LV 8-10",00:00,Magnamon X
x3a,Mega,1313,631,"CM 0-2, LV 5-7",00:00,Dynasmon X
x3a,Mega,1095,631,"CM 0-2, LV 8-10",00:00,Examon X
x3a,Mega,855,631,"CM 0-2, LV 1-4",00:00,Sleipmon X
x3a,Mega,1095,1096,"CM 0-2, LV 8-10",00:00,Examon X; folded device-area term: 'Area 39 cleared'
x3a,Mega,863,1096,"CM 0-2, LV 5-7",00:00,Jesmon X
x3a,Mega,1313,1291,"CM 0-2, LV 8-10",00:00,Dynasmon X; folded device-area term: 'Area 34 cleared'
x3a,Mega,863,437,"CM 0-2, LV 5-7 | CM 0-2, LV 8-10",00:00,Jesmon X; UNPARSED req term dropped: 'Area SP not cleared'
x3a,Mega,866,1031,"CM 0-2, LV 8-10",00:00,Gallantmon X; UNPARSED req term dropped: 'Special Random Encounter cleared'
x3a,Mega,868,1031,"CM 0-2, LV 1-7 | CM 0-2, LV 8-10",00:00,Crusadermon X; UNPARSED req term dropped: 'Special Random Encounter not cleared'
x3a,Mega,864,1031,"CM 0-2, LV 8-10",00:00,Omnimon X; UNPARSED req term dropped: 'Special Random Encounter cleared'
x3a,Mega,1236,1031,"CM 0-2, LV 1-7 | CM 0-2, LV 8-10",00:00,Duftmon X; UNPARSED req term dropped: 'Special Random Encounter not cleared'
x3a,Mega,1236,1247,"CM 0-2, LV 8-10",00:00,Duftmon X; folded device-area term: 'Area 35 cleared'
x3a,Mega,868,859,"CM 0-2, LV 8-10",00:00,Crusadermon X; UNPARSED req term dropped: 'Special Random Encounter cleared'
x3a,Mega,330,855;859,"CM 0-2, LV 5-7 | CM 0-2, LV 8-10",00:00,Alphamon; UNPARSED req term dropped: 'Special Random Encounter not cleared'
x3a,Mega,330,863,"CM 0-2, LV 10",00:00,Alphamon
x3a,Mega,867,855,"CM 0-2, LV 8-10",00:00,Minervamon X; UNPARSED req term dropped: 'Special Random Encounter cleared'
x3a,Mega,1239,1237,JOGRESS 863,00:00,Jesmon GX; Connection Battle gate -> jogress door
x3a,Rookie,41,971,TIME,21:00,Dorumon; catch-all road (device roads lost to roster prune fold here)
x3b,Fresh,1621,egg,TIME,20:00,Cocomon (dmx egg_x3)
x3b,InTraining,973,1621,TIME,21:00,Chocomon
x3b,Rookie,406,973,"CM 0, TR 16+ | CM 1, TR 16+",21:00,Ryudamon; folded device-area term: 'Area 45 not cleared'
x3b,Rookie,1065,973,"CM 0, TR 0-15 | CM 1, TR 0-15",21:00,Lopmon X; folded device-area term: 'Area 45 not cleared'
x3b,Champion,415,406,"CM 0-1, TR 12+",22:00,Ginryumon
x3b,Champion,1028,406,"CM 2+, TR 12+",22:00,Wizarmon X; folded device-area term: 'Area 12 cleared'
x3b,Champion,1027,1065,"CM 0-2, TR 0-15",22:00,Gatomon X
x3b,Champion,1028,1065,"CM 3+, TR 16+",22:00,Wizarmon X; folded device-area term: 'Area 12 cleared'
x3b,Champion,415,1065,"CM 3+, TR 0-15",22:00,Ginryumon
x3b,Ultimate,988,1027,"CM 2+, LV 1-6",23:00,Mamemon X
x3b,Ultimate,988,1028,"CM 3+, LV 1-6, KO6 0",23:00,Mamemon X
x3b,Ultimate,1226,1028,"CM 0-2, LV 4-6",23:00,RizeGreymon X; folded device-area term: 'Area 18 cleared'
x3b,Ultimate,1019,1028,"CM 3+, LV 6, KO6 1+",23:00,Monzaemon X
x3b,Ultimate,426,415,"CM 0-2, LV 4-6",23:00,Hisyaryumon
x3b,Ultimate,420,415,"CM 0-2, LV 1-3",23:00,Grademon
x3b,Ultimate,988,415,"CM 3+, LV 1-4",23:00,Mamemon X
x3b,Ultimate,1224,1027,"CM 0-1, LV 3-6",23:00,Angewomon X; folded device-area term: 'Area 23 cleared'
x3b,Ultimate,420,1027,"CM 0-1, LV 1-2",23:00,Grademon
x3b,Mega,1316,1224,"CM 3, LV 5-7",00:00,Ebemon X
x3b,Mega,1359,988,"CM 0-1, LV 6-8",00:00,Justimon X; folded device-area term: 'Area 29 cleared'
x3b,Mega,914,988,"CM 2-3, LV 8, KO6 5+",00:00,Hexeblaumon; folded device-area term: 'Area 45 cleared'
x3b,Mega,631,988,"CM 0-1, LV 6-8",00:00,Metallicdramon; folded device-area term: 'Area 45 cleared'
x3b,Mega,1096,988,"CM 2-3, LV 8, KO6 5+",00:00,Goldramon X; folded device-area term: 'Area 31 cleared'
x3b,Mega,1290,988,"CM 0-1, LV 1-5 | CM 0-1, LV 8",00:00,Magnadramon X; folded device-area term: 'Area 29 (Yellow) / 45 (Blue) not cleared'
x3b,Mega,1020,988,"CM 2-3, LV 8, KO6 0-4",00:00,Dinotigermon
x3b,Mega,1316,420;988,"CM 2-3, LV 5-7",00:00,Ebemon X
x3b,Mega,1020,1019,"CM 0-2, LV 1-5",00:00,Dinotigermon
x3b,Mega,330,420,"CM 0-1, LV 6-8",00:00,Alphamon
x3b,Mega,1359,420,"CM 0-1, LV 4-5",00:00,Justimon X; folded device-area term: 'Area 29 Cleared'
x3b,Mega,1096,420,"CM 0-1, LV 6-8",00:00,Goldramon X; folded device-area term: 'Area 31 cleared'
x3b,Mega,437,420,"CM 0-1, LV 4-5",00:00,Ouryumon
x3b,Mega,1031,420,"CM 2-3, LV 8, KO6 5+",00:00,NoblePumpmon; folded device-area term: 'Area 45 cleared'
x3b,Mega,1290,1226,"CM 0-2, LV 1-4",00:00,Magnadramon X
x3b,Mega,1316,1226,"CM 3, LV 1-4",00:00,Ebemon X
x3b,Mega,1238,1019,"CM 0-2, LV 8",00:00,Cherubimon X; folded device-area term: 'Area 30 cleared'
x3b,Mega,1290,1019,"CM 0-2, LV 6-7",00:00,Magnadramon X
x3b,Mega,1316,1019,"CM 3, LV 1-7 | CM 3, LV 8, KO6 0-2",00:00,Ebemon X
x3b,Mega,1096,1226,"CM 0-2, LV 7-8",00:00,Goldramon X; folded device-area term: 'Area 31 cleared'
x3b,Mega,437,1226,"CM 0-2, LV 5-6",00:00,Ouryumon
x3b,Mega,437,426,"CM 0-2, LV 7-8",00:00,Ouryumon
x3b,Mega,1290,426,"CM 3, LV 5-7",00:00,Magnadramon X
x3b,Mega,1247,1224,"CM 0-2, LV 7-8",00:00,Ophanimon X; folded device-area term: 'Area 28 cleared'
x3b,Mega,1020,1224,"CM 0-2, LV 1-4 | CM 3, LV 8, KO6 0-2",00:00,Dinotigermon
x3b,Mega,1290,1224,"CM 0-2, LV 5-6 | CM 3, LV 8, KO6 3+",00:00,Magnadramon X
x3b,Mega,1314,1290,"CM 0-2, LV 10",00:00,Magnamon X; folded device-area term: 'Area 36 cleared'
x3b,Mega,868,1020,"CM 0-2, LV 8-10",00:00,Crusadermon X
x3b,Mega,859,1020,"CM 0-2, LV 5-7",00:00,Craniumon X
x3b,Mega,863,1020,"CM 0-2, LV 8-10",00:00,Jesmon X
x3b,Mega,855,1020;1238;1247,"CM 0-2, LV 5-7",00:00,Sleipmon X
x3b,Mega,1237,1316,"CM 0-2, LV 10",00:00,Gankoomon X; folded device-area term: 'Area 40 cleared'
x3b,Mega,1095,1316,"CM 0-2, LV 10",00:00,Examon X; folded device-area term: 'Area 39 cleared'
x3b,Mega,1237,1359,"CM 0-2, LV 8-10",00:00,Gankoomon X; folded device-area term: 'Area 40 cleared'
x3b,Mega,868,1359,"CM 0-2, LV 5-7",00:00,Crusadermon X
x3b,Mega,1237,914,"CM 0-2, LV 8-10",00:00,Gankoomon X
x3b,Mega,1314,914,"CM 0-2, LV 5-7",00:00,Magnamon X
x3b,Mega,859,631;914,"CM 0-2, LV 1-4",00:00,Craniumon X
x3b,Mega,1236,914,"CM 0-2, LV 5-7",00:00,Duftmon X
x3b,Mega,863,914,"CM 0-2, LV 1-4",00:00,Jesmon X
x3b,Mega,1314,631,"CM 0-2, LV 8-10",00:00,Magnamon X
x3b,Mega,1313,631,"CM 0-2, LV 5-7",00:00,Dynasmon X
x3b,Mega,1095,631,"CM 0-2, LV 8-10",00:00,Examon X
x3b,Mega,855,631,"CM 0-2, LV 1-4",00:00,Sleipmon X
x3b,Mega,1095,1096,"CM 0-2, LV 8-10",00:00,Examon X; folded device-area term: 'Area 39 cleared'
x3b,Mega,863,1096,"CM 0-2, LV 5-7",00:00,Jesmon X
x3b,Mega,863,437,"CM 0-2, LV 5-7 | CM 0-2, LV 8-10",00:00,Jesmon X; UNPARSED req term dropped: 'Area SP not cleared'
x3b,Mega,866,1031,"CM 0-2, LV 8-10",00:00,Gallantmon X; UNPARSED req term dropped: 'Special Random Encounter cleared'
x3b,Mega,868,1031,"CM 0-2, LV 1-7 | CM 0-2, LV 8-10",00:00,Crusadermon X; UNPARSED req term dropped: 'Special Random Encounter not cleared'
x3b,Mega,864,1031,"CM 0-2, LV 8-10",00:00,Omnimon X; UNPARSED req term dropped: 'Special Random Encounter cleared'
x3b,Mega,1236,1031,"CM 0-2, LV 1-7 | CM 0-2, LV 8-10",00:00,Duftmon X; UNPARSED req term dropped: 'Special Random Encounter not cleared'
x3b,Mega,1236,1247,"CM 0-2, LV 8-10",00:00,Duftmon X; folded device-area term: 'Area 35 cleared'
x3b,Mega,868,859,"CM 0-2, LV 8-10",00:00,Crusadermon X; UNPARSED req term dropped: 'Special Random Encounter cleared'
x3b,Mega,330,855;859,"CM 0-2, LV 5-7 | CM 0-2, LV 8-10",00:00,Alphamon; UNPARSED req term dropped: 'Special Random Encounter not cleared'
x3b,Mega,330,863,"CM 0-2, LV 10",00:00,Alphamon
x3b,Mega,867,855,"CM 0-2, LV 8-10",00:00,Minervamon X; UNPARSED req term dropped: 'Special Random Encounter cleared'
x3b,Mega,1239,1237,JOGRESS 863,00:00,Jesmon GX; Connection Battle gate -> jogress door
x3b,Rookie,406,973,TIME,21:00,Ryudamon; catch-all road (device roads lost to roster prune fold here)
x3b,Champion,415,406,TIME,22:00,Ginryumon; catch-all road (device roads lost to roster prune fold here)
x3b,Champion,1027,1065,TIME,22:00,Gatomon X; catch-all road (device roads lost to roster prune fold here)
kera,Fresh,1622,egg,TIME,20:00,Kuramon (dmx egg_kera)
kera,InTraining,383,1622,TIME,00:00,Tsumemon
kera,Rookie,1029,383,TIME,00:00,Keramon X
kera,Mega,865,1029,TIME,00:00,Diaboromon X
